"total_floor_area","co2_emissions_current","co2_emissions_potential","number_habitable_rooms","average_income","london_zone","num_tube_lines","longitude","num_rail_lines","distance_to_station","population","energy_consumption_current","energy_consumption_potential","num_light_rail_lines","altitude","latitude","id","asking_price","predicted_price","profit","buy"
53,4.3,2.8,3,50500,5,0,0.113491,1,1.3061828,26,478,313,0,40,51.422392,8210,321000,263204.390212594,-0.180048628621204,0
205,7.2,4.9,7,62600,4,0,-0.101344,1,0.2529098,50,199,134,0,52,51.637456,10910,1285000,1051931.4777071,-0.181376281940001,0
91,4.7,2,4,45100,4,0,-0.038818,1,0.7574866,91,291,123,0,33,51.434419,9602,475000,388467.045130607,-0.1821746418303,0
83,2.5,1.2,5,51700,6,0,-0.477918,1,1.1738246,45,168,79,0,33,51.525586,10015,480000,392552.173086014,-0.182182972737471,0
65,3.2,0.7,4,40800,5,0,-0.053509,0,0.6170502,78,282,61,1,20,51.644254,11855,428000,349568.851438239,-0.183250347106919,0
47,3.8,3,2,48100,5,0,0.099815,1,0.2634736,51,454,359,0,41,51.433744,10112,245000,200072.759663845,-0.18337649116798,0
59,3,1.5,3,51400,2,1,-0.193696,0,0.307593,44,294,141,1,51,51.54515,7935,621000,507022.273905669,-0.183539011424044,0
46.97,1.2,0.9,3,67200,2,0,-0.108266,0,0.5201118,119,155,112,1,42,51.541556,13708,526000,429417.874620578,-0.183616207945669,0
39,1.6,0.4,2,54000,3,1,0.00591,0,0.260988,76,238,61,0,18,51.570216,6711,387000,315854.803696284,-0.183837716547071,0
141,3.4,1.7,6,72900,2,2,-0.258724,0,0.456729,84,137,68,0,10,51.499778,6534,1586000,1294245.63575448,-0.183956093471324,0
119,3.7,2.2,6,50600,5,0,-0.359372,1,0.1186874,83,178,102,0,58,51.557134,2251,6e+05,489378.854411281,-0.184368575981198,0
126,5.1,2.2,6,65000,4,0,-0.252579,1,0.4051528,89,228,96,0,24,51.384223,13012,855000,697076.169639359,-0.184706234339931,0
31,2.7,1.8,1,51700,1,1,-0.13465,0,0.0913458,112,493,333,0,11,51.490532,3190,357000,290925.232821639,-0.185083381451991,0
75,2.6,1.2,4,50300,6,0,-0.451969,1,1.3683228,93,198,90,0,32,51.507344,1764,465000,378908.556472811,-0.185142889305783,0
90,3.4,1.4,5,51600,5,0,-0.42156,1,0.531297,103,198,76,0,31,51.498755,486,524000,426867.397501518,-0.185367562020003,0
116,6,2.3,5,65800,4,1,-0.196396,0,0.8469682,76,295,109,0,67,51.619433,9196,950000,773726.325894776,-0.185551235900235,0
61,3.3,1.5,3,58200,3,0,-0.100629,1,0.3865108,98,284,125,0,50,51.440203,10643,495000,403057.595808094,-0.185742230690718,0
88,3,1.6,5,36500,6,0,0.226375,1,0.8289476,86,194,100,0,45,51.601806,12699,397000,323252.725844575,-0.185761395857493,0
146,5.6,5.4,6,74000,2,0,-0.167861,1,0.5791448,117,167,159,1,17,51.458792,12131,1721000,1400380.98376587,-0.186298091943134,0
127,3.7,2.1,4,75000,3,0,-0.195922,1,0.5101694,103,167,92,0,12,51.441394,11973,1204000,978953.578780881,-0.186915632241793,0
74,1.8,1.5,3,50400,3,1,-0.224118,0,0.857532,109,128,105,0,90,51.593472,192,503000,408924.850100756,-0.187028131012413,0
126,7.9,2.9,6,49700,2,0,-0.049675,0,0.5940584,67,302,102,1,22,51.554013,2035,1060000,861477.582653703,-0.187285299383299,0
85,3.7,1.8,5,59500,3,0,-0.044764,0,0.9675198,48,243,114,1,32,51.403637,5968,573000,465368.212109414,-0.18783907136228,0
110,3.6,1.3,6,52300,5,0,-0.032384,1,1.127841,62,206,73,0,76,51.374185,12463,646000,524536.204675718,-0.188024450966381,0
146,7.1,2.8,6,60500,3,1,-0.273414,0,0.5120336,77,276,106,1,10,51.486956,15694,1418000,1150923.74663395,-0.188347146238399,0
32,0.9,0.9,1,56000,5,1,-0.337541,1,0.5493176,202,165,165,0,63,51.585782,13855,232000,188276.472871448,-0.18846347900238,0
81,2.8,1.2,5,53900,2,1,-0.240915,0,0.4747496,63,200,85,0,10,51.514772,6773,825000,669385.547535077,-0.188623578745361,0
60,4.1,0.7,4,52200,5,0,-0.376416,1,0.848211,124,386,61,0,38,51.559745,10940,462000,374848.21054667,-0.188640236911971,0
44,2.5,1.3,2,59400,3,0,-0.062036,0,0.9979684,115,327,173,1,36,51.453159,15252,379000,307204.591973012,-0.189433794266458,0
91,4,2.3,5,50900,6,0,0.11216,1,1.2477712,56,248,138,0,81,51.371974,7881,505000,409319.63852323,-0.189466062330238,0
150,5.3,3.2,7,67500,6,0,-0.129128,1,0.5132764,104,199,118,0,102,51.332146,9656,821000,664848.361438823,-0.190196880098875,0
101,6.4,2.2,5,58600,6,0,-0.097329,1,0.347984,130,303,93,0,84,51.344422,2890,609000,492268.38080103,-0.191677535630492,0
50,2.8,2.6,2,39500,5,1,0.115228,0,0.612079,107,341,316,0,7,51.541822,1617,220000,177767.037097362,-0.191968013193807,0
54,2,1.7,2,41800,4,1,0.117272,0,1.4111994,130,215,180,0,46,51.610984,9581,257000,207650.806826053,-0.192020206902519,0
76,3.4,0.9,5,65400,5,2,-0.31514,1,1.3043186,85,255,67,1,56,51.601738,697,615000,496221.182071111,-0.193136289315267,0
82,5,1.1,5,41800,4,1,0.105706,0,0.7028034,97,351,72,0,37,51.606372,6020,456000,367910.721730726,-0.193178241818583,0
77,5.1,3.1,4,51300,6,0,0.148634,1,1.21173,82,379,223,0,47,51.477338,9294,422000,340299.189256731,-0.193603816927179,0
79,2.5,1.1,3,44600,5,0,-0.133844,1,1.3440882,72,182,79,0,78,51.352824,9259,381000,307199.396708788,-0.193702370843075,0
132,6.6,2.4,7,55700,3,0,0.027871,1,0.8680958,56,282,100,0,45,51.480316,12240,926000,745398.161778199,-0.195034382528943,0
93,3.6,2.1,4,45100,3,0,-0.121346,1,0.4741282,63,220,130,0,62,51.443082,7794,599000,482119.484464217,-0.195126069341875,0
55.08,3.2,2.4,3,48100,3,0,-0.065301,0,0.2460744,45,350,261,1,42,51.399068,13159,353000,284024.181764111,-0.195398918515265,0
70,3.7,1.1,4,51200,4,0,-0.311681,1,0.3237494,71,298,84,0,12,51.487387,10061,552000,444125.009132402,-0.195425708093474,0
155.7,9.5,7.8,7,58800,4,1,-0.192643,0,1.196195,41,365,298,0,63,51.58953,15773,1241000,998241.603576474,-0.195615146191398,0
77,3.4,1.7,4,45100,3,0,-0.032098,1,0.7605936,78,247,119,0,27,51.437445,3218,468000,376227.12899098,-0.196095878224403,0
93,5.7,2.7,5,51400,6,0,0.162845,1,0.59033,104,350,162,0,48,51.459927,9695,465000,373714.053359873,-0.196313863742208,0
143,4.7,2.4,8,43700,6,0,0.182219,1,1.2564708,43,186,95,1,11,51.565406,7745,546000,438800.361041864,-0.196336335088162,0
224,13,4.4,8,64600,5,0,-0.285568,1,0.379054,119,323,111,0,31,51.397102,3052,1646000,1321842.05496078,-0.196936783134401,0
80.7,4.3,3.6,3,45400,4,0,-0.094693,1,0.428766,79,321,264,0,52,51.391267,6878,406000,326011.67875252,-0.197015569575075,0
62,1.9,1.8,3,61900,4,0,-0.294753,1,0.7189598,85,178,162,0,10,51.465507,256,464000,372549.409904555,-0.197091788998803,0
44,3.9,2.6,3,60400,2,0,-0.026777,1,0.5393752,100,455,304,0,41,51.464109,10304,468000,375646.990937871,-0.197335489448994,0
43.43,1.8,1.8,2,58600,2,0,-0.03534,0,0.1951196,106,279,271,1,7,51.512759,2006,406000,325823.567051482,-0.197478898887977,0
106,3.8,1.5,5,70900,1,3,-0.199218,0,0.24856,45,202,77,0,38,51.508627,14566,1954000,1566206.65279419,-0.198461283114541,0
87.04,3.5,2.8,4,56100,4,0,0.013955,1,0.3628976,96,209,166,0,62,51.416105,4090,522000,418378.154455098,-0.19850928265307,0
58,1.8,0.3,3,55400,4,0,-0.22661,1,1.2229152,38,174,30,0,35,51.379884,2317,401000,321358.075228442,-0.198608291200894,0
115,4.1,1.7,4,66200,3,0,-0.191316,1,0.5412394,125,201,84,0,16,51.422483,14192,1010000,808287.088780412,-0.199715753682761,0
90,3.2,1.4,5,43800,4,0,-0.386285,1,1.2651704,89,199,84,0,33,51.493231,14665,482000,385363.120824929,-0.200491450570687,0
154,4.9,2.6,7,54700,6,0,-0.372112,1,0.9016514,76,180,94,0,21,51.42766,1877,931000,743701.761811318,-0.201179632855728,0
83,5.6,1.9,4,63100,4,0,0.008006,1,0.3442556,139,323,97,0,41,51.403095,9876,586000,467966.613829095,-0.201422160701204,0
74.66,2.6,1.9,4,44600,2,0,-0.051026,0,0.3336918,83,210,149,1,12,51.56426,15836,561000,447907.863125556,-0.201590261808278,0
75,1.9,1.6,3,55000,4,1,-0.209523,0,0.2168686,80,145,125,0,62,51.607404,6432,513000,409525.23228435,-0.201705200225439,0
52,3.1,2.3,3,43800,4,1,-0.267766,0,0.8071986,72,350,260,0,50,51.60701,1801,345000,275360.172913033,-0.201854571266571,0
121,4.7,1.7,5,65600,2,1,-0.100763,1,0.273416,82,221,80,1,40,51.549674,5353,1496000,1193669.02957978,-0.202092894665922,0
57,1.9,0.7,3,44000,6,0,0.189973,2,0.8985444,145,195,68,0,8,51.526485,487,328000,261359.192765998,-0.203173192786592,0
68,2.5,0.7,3,48100,3,0,-0.031903,0,0.562367,153,188,48,1,10,51.576423,6172,525000,418163.776222229,-0.203497569100516,0
65,1.6,1.6,3,50600,2,1,-0.208454,0,0.3249922,50,143,139,0,62,51.550898,9446,558000,443957.406857989,-0.204377407064537,0
85,4.4,1.4,3,60500,5,0,0.035051,1,0.8071986,47,292,94,0,59,51.396056,12344,516000,410534.779074054,-0.20438996303478,0
94,5.4,2.6,5,55100,5,0,-0.141728,1,0.65247,108,323,153,0,65,51.358489,15275,543000,431932.108094383,-0.204544920636495,0
77,3,2.5,4,63300,3,0,-0.272005,0,0.2367534,26,215,176,1,12,51.498087,7716,701000,557520.362910345,-0.204678512253431,0
169,8.3,4,9,71300,3,1,-0.21139,0,0.3958318,98,279,132,0,30,51.449499,3071,1668000,1323015.74574489,-0.206825092479085,0
54,1.9,1.8,2,56300,4,0,-0.023867,2,0.118066,118,207,196,1,43,51.411479,1720,342000,270996.776592194,-0.207611764350311,0
84,3.1,3,4,54800,3,0,-0.125051,1,0.4809636,54,225,216,0,52,51.425695,530,593000,469689.001145767,-0.2079443488267,0
74,5.7,2.7,4,50500,6,0,0.081101,1,1.391936,73,435,201,0,96,51.360974,4023,503000,398385.560578421,-0.207980992885843,0
144,9.7,3.8,5,67700,4,1,0.034776,0,0.6468774,80,348,133,0,15,51.5823,14090,1048000,829489.543899711,-0.208502343607146,0
47,2.3,1.9,2,61900,2,1,-0.121386,1,0.6412848,73,252,206,0,27,51.457183,15272,484000,383056.529108647,-0.20856089027139,0
56,2.3,2.2,3,49900,5,0,0.147704,1,1.0855858,49,232,217,0,56,51.455691,1439,298000,235841.563186997,-0.208585358432897,0
114,4.6,1.9,5,75500,4,0,-0.22439,1,1.0669438,26,228,91,0,52,51.417836,7004,971000,767723.691939948,-0.209347382142175,0
89,5.1,1.8,3,52400,6,0,0.08798,1,1.1328122,67,324,113,0,90,51.398902,1526,519000,410197.167968389,-0.209639368076322,0
79.81,3.6,3.3,4,71500,2,1,-0.141182,0,0.459836,44,235,212,0,27,51.456365,3028,806000,636800.19640587,-0.209925314632916,0
119,5.4,1.6,5,53600,2,0,-0.093435,1,0.602758,113,259,77,0,21,51.535507,15840,1334000,1053892.78108785,-0.209975426470879,0
57.88,2.7,2,3,53700,6,0,-0.417795,1,0.5493176,115,247,180,0,20,51.449364,8445,375000,296246.171856821,-0.210010208381811,0
276,19,8.6,9,71300,3,1,-0.146053,0,0.1994694,125,336,142,0,112,51.576915,2765,2940000,2322172.66661854,-0.210145351490294,0
90,3.2,1.1,5,52100,3,0,-0.11974,0,0.4604574,117,202,68,1,40,51.56825,13448,745000,588336.811624415,-0.210286158893403,0
217,17,8.1,9,65600,3,0,-0.243677,1,0.848211,28,456,211,0,6,51.481182,9612,2675000,2112460.93510695,-0.210294977530112,0
69,3,1.9,3,56400,3,0,-0.123348,1,0.7071532,51,246,155,0,44,51.582948,2000,579000,457222.263662095,-0.210324242379802,0
123,8.3,2.8,6,44600,5,0,-0.127214,1,0.6748404,137,382,127,0,56,51.361837,2013,577000,454915.392912113,-0.211585107604657,0
62,1.3,1.3,2,46000,6,0,-0.469027,1,0.4244162,76,121,121,0,31,51.513702,1867,243000,191477.17953034,-0.212028067776381,0
45.76,1.5,1.5,2,53300,2,1,-0.100378,1,0.2572596,95,169,169,1,38,51.545709,11968,464000,365045.164355191,-0.213264731993124,0
100,5.5,2.5,5,59400,5,0,-0.291247,1,0.7817212,96,310,138,0,12,51.420584,3364,831000,653641.17062438,-0.213428194194489,0
60,3.7,1.1,3,49700,4,0,0.085227,1,1.0681866,92,351,104,0,63,51.478276,11306,388000,305127.221455269,-0.213589635424563,0
57,1.9,1.1,3,55900,3,0,-0.106218,1,0.177099,74,194,112,0,41,51.442847,14282,5e+05,393109.204919795,-0.213781590160411,0
84,5,2.1,5,53400,3,0,-0.113062,1,0.7382232,28,333,140,0,86,51.431096,9771,645000,506883.60507054,-0.21413394562707,0
40,3.8,1.2,2,43800,5,0,-0.43524,1,1.7697472,117,543,171,0,43,51.522049,2375,273000,214461.52771047,-0.214426638423188,0
63.35,2.2,2.1,3,68500,2,0,-0.000403,0,0.1280084,81,230,223,1,7,51.510847,15782,399000,313234.838855883,-0.214950278556685,0
241.26,8.8,8.5,9,56500,2,2,-0.192966,0,0.397696,45,211,202,0,26,51.517335,2330,4517000,3544992.68771117,-0.215188689902331,0
133,5.6,2.3,7,55400,5,1,-0.182928,0,0.565474,70,218,89,0,75,51.653273,8964,806000,632327.319266877,-0.215474789991468,0
59,3.1,1.5,3,58800,2,0,-0.033909,1,0.2479386,159,296,146,1,29,51.46564,11747,540000,422563.202398699,-0.21747555111352,0
68,3.7,0.8,4,47500,3,0,-0.183286,0,0.671112,25,310,68,1,24,51.396469,177,503000,393563.175468039,-0.217568239626165,0
139,4.3,3,6,51000,3,1,-0.130408,0,0.3933462,39,175,122,0,55,51.609366,6740,994000,777407.620374105,-0.217899778295669,0
192,15,5.2,7,56300,5,1,-0.294952,0,0.9302358,20,439,154,0,87,51.627365,13166,1468000,1145648.73683733,-0.219585329129882,0
98,4.2,1.7,5,55400,4,0,-0.225917,1,1.2135942,140,240,94,0,35,51.379866,14686,631000,492395.330110107,-0.219658747844522,0
41,1.1,1,2,54400,4,1,0.031459,0,0.1938768,31,154,145,0,21,51.592735,9890,280000,218421.270981588,-0.219924032208615,0
79,2.7,1.9,4,49700,2,0,-0.054035,0,0.4020458,193,196,139,1,21,51.55906,8614,675000,526519.381091958,-0.219971287271173,0
81,1.3,1.3,3,54200,3,0,-0.067358,1,0.8040916,156,86,86,1,92,51.426323,9049,404000,315054.626897256,-0.220161814610753,0
50.86,2.2,2,3,52800,3,0,-0.144257,1,0.6356922,120,257,240,0,30,51.420992,9825,453000,353197.93636852,-0.220313606250508,0
93,5.9,1.7,6,43600,6,0,0.225672,0,0.6512272,44,357,101,1,29,51.563539,1125,507000,395282.766067355,-0.220349573831647,0
87,3.6,1.2,4,53000,4,0,-0.39132,1,1.4031212,94,236,75,0,30,51.518388,10252,575000,448190.119382376,-0.220538922813259,0
299,10,6.1,9,58000,4,0,-0.240196,1,2.3091224,94,190,116,0,124,51.640654,7908,1736000,1352446.28851788,-0.220941078042693,0
134,3.9,1.9,6,59500,4,0,-0.037938,1,0.5940584,134,166,80,0,32,51.404575,2228,777000,605160.434061264,-0.221157742520896,0
98,5.7,1.1,5,46700,4,1,0.098918,0,0.5710666,67,330,62,0,8,51.545586,7980,515000,401102.588105609,-0.221160023095904,0
78,3.4,2,4,49200,5,0,-0.419938,1,0.6655194,48,229,133,0,35,51.512734,14403,456000,355080.801926447,-0.221314030863055,0
98,8.4,1.2,5,48600,4,0,-0.099624,1,0.7407088,92,484,62,0,33,51.621908,7578,664000,516670.084687115,-0.221882402579647,0
103,5.3,2.5,6,47600,4,1,-0.130555,0,0.512655,45,340,169,0,62,51.638743,15677,688000,535286.715294316,-0.221966983583843,0
77,3.3,0.8,5,48700,3,0,0.021282,1,0.4095026,162,226,49,0,14,51.551427,3098,563000,437578.348068491,-0.222773804496463,0
133,9.2,2.5,7,59500,6,0,0.095288,1,0.6344494,50,395,104,0,74,51.376908,3943,820000,637124.104982222,-0.223019384168022,0
104.04,3.3,3.1,4,53500,5,0,0.137879,1,0.680433,67,215,196,0,54,51.472157,11940,561000,435677.122124747,-0.223391939171574,0
133,6.2,2.7,8,49800,6,0,0.192813,1,1.174446,81,262,114,0,32,51.593709,8033,719000,558254.397794,-0.223568292358832,0
62,4.4,0.9,5,58500,3,0,0.002425,1,0.338663,9,401,78,0,6,51.486923,12125,567000,440234.851212301,-0.223571690983596,0
169,8.1,4.9,6,63100,5,0,0.009571,1,0.6735976,46,274,162,0,61,51.394193,1812,1105000,856927.906440871,-0.224499632180208,0
47,0.9,0.9,2,56600,1,1,-0.091666,0,0.1690208,36,113,113,0,9,51.501936,8662,551000,427182.321889378,-0.224714479329623,0
159.46,7.1,6.9,10,53800,2,0,-0.089697,1,0.1249014,86,193,189,0,33,51.456329,5629,1559000,1206323.21824997,-0.226219872835168,0
78,2,0.8,4,52400,2,1,-0.063761,0,0.1267656,31,143,53,0,6,51.497145,3015,711000,549486.856974758,-0.227163351652943,0
92,3.6,1.1,6,54400,3,1,-0.215785,0,0.7810998,86,202,59,0,62,51.588751,9164,869000,670495.454408283,-0.228428706089432,0
48.1,4.4,2.5,3,53700,4,0,-0.006212,0,0.6543342,153,547,310,1,29,51.581079,14246,395000,304673.884981449,-0.228673708907724,0
177,4.3,2.8,8,62900,5,0,0.03512,1,0.7574866,29,139,88,0,70,51.407592,15295,1202000,927073.359997961,-0.228724326124825,0
135,6.8,4.3,5,67300,5,0,0.04157,1,1.8977556,27,289,180,0,76,51.375168,1602,893000,688715.630521899,-0.228761891912767,0
68,4,1,3,54200,3,0,-0.019952,1,0.565474,23,304,75,0,20,51.438517,12865,505000,389317.475406005,-0.229074306126722,0
50,3.8,1.4,3,47800,2,1,-0.066083,0,0.6064864,50,455,163,0,4,51.492263,2693,485000,373445.011763393,-0.230010285023932,0
92,1.7,1.5,3,58900,3,0,0.031723,0,0.1224158,132,97,86,1,7,51.502544,15089,617000,474993.141709886,-0.230156982642,0
131,4,1.6,4,70900,1,3,-0.195926,0,0.2442102,76,176,70,0,34,51.507823,4807,2438000,1875230.46086289,-0.230832460679699,0
64,1.1,1.1,3,52500,4,0,-0.284928,1,0.2653378,78,98,98,0,45,51.559298,1094,365000,280696.961412536,-0.230967229006752,0
86,6.3,2.4,3,56100,4,0,0.007674,1,0.6220214,107,418,154,0,70,51.411923,13676,544000,417364.194428936,-0.232786407299749,0
96.8,6.8,5.1,5,49200,4,1,0.058082,0,2.0593196,76,421,312,0,19,51.596884,7432,578000,443293.692732452,-0.233055894926553,0
80,2.7,0.9,5,47800,5,0,0.134875,1,0.6214,69,192,58,0,24,51.574595,1403,473000,362591.455754805,-0.233421869440158,0
41.29,2.7,1.5,2,51700,5,0,-0.065514,0,0.633828,87,391,219,1,24,51.648804,6422,283000,216908.915433414,-0.233537401295356,0
154,5,2.8,7,63900,3,0,-0.125882,1,0.7916636,83,182,100,0,38,51.588809,2110,1423000,1089542.04188616,-0.234334475132709,0
77,0.9,0.7,5,59700,6,0,-0.286267,1,0.801606,112,64,50,0,37,51.366834,15461,445000,340634.278083441,-0.234529712172042,0
247,6.3,5.5,5,58100,2,1,-0.216996,1,0.3305848,78,144,127,1,9,51.497667,248,3754000,2871444.78099378,-0.235097287961167,0
198,16,16,9,58600,4,1,-0.20245,0,0.6158074,39,453,313,0,77,51.597441,7465,1581000,1208421.9235398,-0.235659757406833,0
66,3.6,0.8,3,55400,5,0,-0.368048,1,0.534404,60,311,66,0,22,51.450283,14934,490000,374213.493863708,-0.236298992114881,0
106.54,4.6,4.4,5,49900,5,0,0.137661,1,0.2075476,70,224,215,0,52,51.464094,9967,570000,434932.441804382,-0.236960628413365,0
48.45,4.3,2.8,3,48200,2,1,-0.157013,0,0.2100332,53,291,190,0,48,51.547484,10576,638000,486514.968618064,-0.237437353263223,0
55,2.6,0.5,4,44800,5,1,-0.371559,0,0.8861164,90,249,42,0,34,51.538609,14017,471000,358578.78998023,-0.238686220848769,0
48,2.4,1.5,3,58200,3,0,-0.163079,0,0.2243254,144,287,181,1,60,51.554792,2913,497000,378245.180547114,-0.238943298697959,0
100.97,3.4,2.7,4,60700,1,2,-0.161367,1,0.170885,70,203,161,0,35,51.52428,6434,1637000,1245574.77781744,-0.2391113147114,0
79.15,4.3,3.8,3,71700,6,0,-0.347137,1,0.4362228,88,297,263,0,16,51.43214,15027,710000,539903.407060011,-0.239572666112661,0
69,1.8,1.7,3,76700,3,1,-0.203953,0,0.375947,73,138,130,0,19,51.440977,11819,666000,506080.394960162,-0.240119527086844,0
61,2.7,2.1,3,62800,3,2,-0.303155,1,0.5294328,75,234,181,0,33,51.510662,4765,550000,417606.424516102,-0.240715591788906,0
53,5.3,2.3,2,48100,5,0,0.100476,1,0.2435888,42,601,264,0,41,51.433723,2397,278000,211008.723809302,-0.240975813635604,0
64,3.1,1.5,3,56000,2,0,-0.088456,0,0.5275686,125,276,134,1,24,51.544562,5094,677000,513580.641175907,-0.241387531497921,0
54,2.2,1.3,3,46800,4,0,-0.193055,1,0.46605,106,238,140,0,40,51.371792,262,355000,269085.934487079,-0.242011452149074,0
88,4.9,2.3,5,49400,4,0,0.09712,1,0.5642312,88,313,144,0,57,51.469755,14863,480000,363736.763779123,-0.24221507546016,0
27.11,2.5,2.5,1,80200,5,0,-0.33249,1,0.2429674,46,316,321,0,12,51.452156,1554,288000,218172.833700602,-0.242455438539575,0
84.4,4.2,2.6,4,56500,3,0,-0.080835,1,0.2870868,75,294,188,0,61,51.434944,1198,635000,480896.996261142,-0.242681895651745,0
99,5.5,2.7,5,50600,5,0,-0.348451,1,0.546832,149,317,154,0,62,51.559157,4868,602000,455875.309472507,-0.242732044065603,0
168,5,3.1,7,58000,3,0,-0.045949,1,0.6226428,130,169,104,1,36,51.441597,15372,1063000,803616.669661703,-0.244010658831888,0
54.56,1.7,1.6,2,66300,2,1,-0.210149,0,0.0323128,105,204,200,0,24,51.459884,11465,523000,395174.88729307,-0.2444074812752,0
100,4.7,1.9,6,45800,6,2,-0.482788,0,0.65247,102,269,106,0,33,51.540388,9905,578000,436564.260939877,-0.244698510484642,0
139,4.3,2.8,6,40900,5,0,0.13801,1,1.233479,146,176,113,0,14,51.556813,6968,567000,428244.458879562,-0.24471876740818,0
116,4.3,1.7,7,43600,4,1,0.074927,0,0.938314,53,211,83,0,35,51.59362,8059,611000,460941.740652422,-0.245594532483761,0
325,18,9.7,12,59400,5,0,-0.284731,1,0.7935278,58,307,168,0,28,51.421397,10824,2571000,1939116.50906079,-0.245773430937071,0
130,4.8,2.8,6,49900,5,0,0.144153,1,0.571688,85,189,106,0,55,51.462851,11593,669000,503788.4059111,-0.246953055439312,0
112,4.4,2.3,6,48600,5,0,-0.16891,1,0.2541526,30,223,113,0,35,51.371651,4591,606000,456277.582520837,-0.24706669551017,0
72,3.1,0.9,3,49800,6,0,0.175545,1,1.4093352,47,244,67,1,30,51.591881,6321,458000,344834.391425669,-0.247086481603342,0
57,2.6,1,3,61900,3,0,-0.290525,1,0.3871322,27,263,100,0,8,51.467307,15152,622000,467745.366235622,-0.247997803479707,0
37.97,3.2,2.6,2,57800,4,0,-0.160873,1,0.537511,75,469,379,0,26,51.38148,13164,296000,222530.816781794,-0.248206700061507,0
54,1.9,1.5,3,49000,2,0,-0.094508,0,0.2429674,20,188,143,1,35,51.5502,3233,604000,453973.195422592,-0.248388749300345,0
75,3.2,1.4,4,51700,3,1,-0.030685,0,0.6903754,174,243,101,1,19,51.591231,1497,632000,474378.426397892,-0.249401224053969,0
82,3.3,0.8,4,50900,6,0,0.110359,1,1.3751582,99,228,55,0,66,51.376557,1942,497000,372641.609311246,-0.250218089917011,0
67,2.4,1.3,3,63300,2,1,-0.187134,1,0.512655,116,190,99,1,14,51.488523,15430,881000,660539.609447735,-0.250238808799393,0
87,3,0.9,4,58700,4,0,0.093055,1,0.9637914,64,194,60,0,42,51.452984,7933,551000,413028.926180626,-0.250401222902676,0
100,5.4,2.6,5,55300,5,0,-0.277664,1,0.4014244,105,295,139,0,17,51.410421,10893,799000,598735.240531516,-0.250644254653922,0
292,11,6.2,11,54400,2,1,-0.243229,0,0.4107454,60,213,114,0,8,51.500716,13098,3388000,2537619.38256628,-0.25099782096627,0
296,14,7.7,12,56300,1,3,-0.148985,1,0.3374202,28,264,148,0,18,51.499374,1331,6874000,5147341.57234233,-0.251186853019736,0
55.7,2.1,2.1,3,45100,2,0,-0.115437,1,0.8643674,129,230,222,0,31,51.453095,13147,5e+05,374364.810713979,-0.251270378572042,0
45,1.9,0.7,2,59900,1,3,-0.168799,0,0.6885112,44,238,84,0,12,51.48777,10565,938000,702030.912408426,-0.251566191462233,0
72.226,1.9,1.5,3,71700,6,0,-0.325626,1,0.7413302,38,163,131,0,11,51.431475,13185,633000,473704.672904327,-0.251651385617177,0
56.3,2.7,2.3,3,52100,6,1,0.205643,0,0.643149,71,282,241,0,16,51.553016,2756,356000,266282.831406318,-0.252014518521578,0
141,7.8,2.4,6,60200,5,1,-0.201689,0,0.4542434,83,316,94,0,113,51.651068,6825,983000,735117.231325407,-0.252169652771712,0
177,8.6,3.4,8,72000,5,0,0.04949,1,0.273416,11,327,133,0,76,51.401928,1306,1325000,990433.204927907,-0.252503241563844,0
103,5.9,3.3,6,39700,6,0,-0.04577,0,0.4063956,80,324,182,1,25,51.668926,15077,545000,407094.127182814,-0.253038298747131,0
58.7,3.9,2.8,3,70100,2,2,-0.25148,0,0.1746134,110,394,287,0,10,51.495183,10851,636000,474538.03900998,-0.253871007845944,0
76,3.2,2.1,3,54500,4,1,-0.183926,0,0.074568,64,249,163,0,82,51.618431,13083,543000,405038.562450259,-0.254072629005048,0
46,3.3,1.9,2,60300,4,0,-0.000856,1,0.320021,25,426,243,0,49,51.404614,7460,296000,220591.298395173,-0.254759127043333,0
109,3.6,1.8,6,59000,4,0,-0.325292,1,0.3529552,67,172,84,0,31,51.524343,8328,786000,585281.557827289,-0.255366974774442,0
109,4.1,2.2,4,51700,1,1,-0.131017,0,0.3249922,57,194,104,0,9,51.488154,595,1376000,1024591.29749668,-0.255384231470439,0
77.53,5.4,4.8,4,50500,5,0,0.109164,1,1.224158,114,418,365,0,46,51.421813,11355,494000,367417.721110678,-0.256239430950045,0
67,2.8,1.2,4,49400,3,1,-0.113477,0,0.2398604,114,239,95,0,36,51.598949,3791,633000,470618.449987361,-0.256526935249035,0
135,4,2,5,50000,3,0,-0.103554,1,0.3827824,112,166,81,0,35,51.582036,5692,1062000,789416.189863303,-0.256670254366004,0
96,4,1.8,5,55100,2,0,-0.060792,0,0.3206424,120,237,107,1,18,51.531051,7600,951000,706855.784455506,-0.256723675651413,0
137.61,9.8,8.4,5,53300,2,0,-0.097111,1,0.1416792,34,392,332,0,31,51.543111,4747,1775000,1318981.09504359,-0.256912059130374,0
44,2,0.9,5,41600,2,2,-0.114322,1,0.5089266,114,238,98,0,33,51.563541,14645,556000,412615.541297084,-0.257885717091575,0
80,4.4,1.2,4,50900,6,0,0.104171,1,1.1489686,64,261,66,0,65,51.377918,12186,510000,377621.561830355,-0.25956556503852,0
69,1.8,1.4,3,57900,6,0,-0.294572,1,0.823355,26,154,119,0,24,51.386892,12861,452000,334629.802238106,-0.259668579119235,0
